shadow_id,trading_day,scan_id,observed_at,symbol,v1_entry_type,v1_entry_quality,v2_suggested_entry,v2_entry_efficiency_score,v2_trend_age_bars,v2_pullback_number,v2_bars_since_breakout,v2_ema9_extension_atr,v2_vwap_extension_atr,v2_entry_reason,v2_shadow_trade_status,v2_shadow_entry_time,v2_shadow_entry_price,v2_shadow_risk_reward,v1_exit_signal,v1_exit_reason,v2_exit_signal,v2_exit_phase,v2_trend_health_score,v2_trend_health_status,v2_trend_failure_confirmed,v2_exit_confidence_score,v2_exit_health_state,v2_soft_confirmation_count,v2_soft_confirmation_streak,v2_grace_zone_active,v2_mfe_r,v2_rr_progress,v1_v2_entry_disagrees,engine_difference_reason,v2_shadow_exit_signal,v2_shadow_exit_phase,v2_shadow_final_r
9d3c6fbff1e28a844b94e0cd,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,MU,NO_ENTRY,NONE,False,18.0,42.0,2.0,0.0,0.68,8.71,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
e5cf2ebe05f93687ae5343d7,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,PLTR,EMA_PULLBACK,HIGH,False,31.0,28.0,2.0,45.0,0.245,3.87,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
1b314be425aeb48d6f018673,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,NFLX,EMA_PULLBACK,HIGH,True,66.0,1.0,1.0,15.0,0.572,0.609,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,0.6,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
f113b2fb31ffb5189672f28b,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,CRWD,EMA_PULLBACK,HIGH,False,29.0,31.0,1.0,41.0,0.521,3.053,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
5125e7fb05fff388617faaae,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,SMCI,NO_ENTRY,NONE,False,81.0,0.0,1.0,45.0,0.077,0.56,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
62625e2ac1014817a3defc68,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,SPCX,NO_ENTRY,NONE,False,58.0,0.0,1.0,45.0,0.24,4.484,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
39d9784380726f79bfb7ed7d,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,SMH,NO_ENTRY,NONE,False,57.0,0.0,1.0,42.0,0.264,3.423,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
0d9588cc00bf62d637d7e6f3,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,ARM,EMA_REJECTION_SHORT,MEDIUM,False,0.0,40.0,3.0,0.0,1.03,10.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
e45458f156e71ca25823b380,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,TSM,EMA_REJECTION_SHORT,HIGH,False,45.0,25.0,1.0,39.0,0.001,2.507,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
b00efe2e2f1014a2891ce2c2,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,INTC,NO_ENTRY,NONE,False,17.0,42.0,2.0,7.0,0.705,9.033,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
e97e73cfa13b46bbee55090e,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,AMAT,NO_ENTRY,NONE,False,62.0,0.0,1.0,42.0,0.096,3.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
09d45b310442c877c8fc756d,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,LRCX,EMA_REJECTION_SHORT,MEDIUM,False,24.0,24.0,3.0,12.0,0.243,7.044,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
dd2d5466ae42b169306fb74c,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,MRVL,NO_ENTRY,NONE,False,12.0,20.0,3.0,8.0,0.64,6.643,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
30c1290592cd0f21aba3691b,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,ORCL,EMA_REJECTION_SHORT,HIGH,True,66.0,0.0,1.0,39.0,0.688,0.228,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,1.05,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
73bc15ded31aa4d294335fa7,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,PANW,NO_ENTRY,NONE,False,26.0,19.0,3.0,17.0,0.68,0.848,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
c7ce1da91cd89b6b3575556a,2026-08-01,2026-08-01_000919,2026-08-01T00:09:39.436327-04:00,SOXL,EMA_REJECTION_SHORT,MEDIUM,False,19.0,25.0,2.0,8.0,0.64,5.771,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
c9b935e5ea4b2fe5adaa80e6,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,QQQ,EMA_REJECTION_SHORT,HIGH,False,15.0,13.0,3.0,8.0,0.534,2.317,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
fbe9558c9a142b6dd222f269,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,SPY,VWAP_REJECTION,HIGH,False,61.0,1.0,2.0,39.0,0.632,0.274,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
cac40221caa78965d62f3804,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,NVDA,NO_ENTRY,NONE,False,60.0,0.0,2.0,18.0,0.376,1.03,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
12c2416b0472c480667693d3,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,AAPL,NO_ENTRY,NONE,False,36.0,19.0,2.0,16.0,0.076,4.718,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
1fc4bf210e1ddf0cd84a30af,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,MSFT,EMA_PULLBACK,HIGH,False,61.0,2.0,2.0,16.0,0.033,1.759,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
0bb0db4b846f7eee60967f3c,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,AMZN,NO_ENTRY,NONE,False,70.0,0.0,1.0,37.0,0.088,1.431,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
f6a6301dae1adf12bd69db06,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,META,NO_ENTRY,NONE,False,0.0,27.0,4.0,16.0,1.197,2.798,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
34ae8e97fd292abf45b5e808,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,TSLA,NO_ENTRY,NONE,False,60.0,0.0,1.0,45.0,0.507,1.256,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
fc0f3cd4e05e437806d11de8,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,AMD,NO_ENTRY,NONE,False,0.0,42.0,4.0,0.0,1.475,8.603,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
69e8eae6f19542463ab5185b,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,AVGO,NO_ENTRY,NONE,False,86.0,0.0,1.0,42.0,0.072,0.136,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
d9a55bb789714a4b8be6214a,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,MU,NO_ENTRY,NONE,False,18.0,42.0,2.0,0.0,0.68,8.71,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
0b8b7ad1a1efcc5f2919b2ed,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,PLTR,EMA_PULLBACK,HIGH,False,31.0,28.0,2.0,45.0,0.245,3.87,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
4f35b87fc243ba3382695249,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,NFLX,EMA_PULLBACK,HIGH,True,66.0,1.0,1.0,15.0,0.572,0.609,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,0.6,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
f727a9e488cfeabe7395ecdc,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,CRWD,EMA_PULLBACK,HIGH,False,29.0,31.0,1.0,41.0,0.521,3.053,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
27bba2fc2bce9bf9b3ce6cdc,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,SMCI,NO_ENTRY,NONE,False,81.0,0.0,1.0,45.0,0.077,0.56,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
13d416c9abf29fc93fb2de71,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,SPCX,NO_ENTRY,NONE,False,58.0,0.0,1.0,45.0,0.24,4.484,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
7e260c96b79e76ddd35ad9a5,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,SMH,NO_ENTRY,NONE,False,57.0,0.0,1.0,42.0,0.264,3.423,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
a4b17b0b3986dc69ffb18931,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,ARM,EMA_REJECTION_SHORT,MEDIUM,False,0.0,40.0,3.0,0.0,1.03,10.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
2da24438bf47db1741f2dd55,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,TSM,EMA_REJECTION_SHORT,HIGH,False,45.0,25.0,1.0,39.0,0.001,2.507,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
bb076a9a5fc64734697aace8,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,INTC,NO_ENTRY,NONE,False,17.0,42.0,2.0,7.0,0.705,9.033,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
b8a2198c40bcf7196e69bc12,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,AMAT,NO_ENTRY,NONE,False,62.0,0.0,1.0,42.0,0.096,3.487,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
9e69641f654036edaec5a149,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,LRCX,EMA_REJECTION_SHORT,MEDIUM,False,24.0,24.0,3.0,12.0,0.243,7.044,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
0b5a1490168ecc1e8cbd4787,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,MRVL,NO_ENTRY,NONE,False,12.0,20.0,3.0,8.0,0.64,6.643,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
94914c04998eb926665d11e0,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,ORCL,EMA_REJECTION_SHORT,HIGH,True,66.0,0.0,1.0,39.0,0.688,0.228,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,1.05,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
785d48b9b32c5d516589eacc,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,PANW,NO_ENTRY,NONE,False,26.0,19.0,3.0,17.0,0.68,0.848,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
2abcc84159925f5efed4d84e,2026-08-01,2026-08-01_001200,2026-08-01T00:12:19.989624-04:00,SOXL,EMA_REJECTION_SHORT,MEDIUM,False,19.0,25.0,2.0,8.0,0.64,5.771,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
65dfb5037ae86e137507dfde,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,QQQ,EMA_REJECTION_SHORT,HIGH,False,15.0,13.0,3.0,8.0,0.534,2.317,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
9dd5fa5ba4f330835cd29cfa,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,SPY,VWAP_REJECTION,HIGH,False,61.0,1.0,2.0,39.0,0.632,0.274,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
510b370aa57a7b73a874c84f,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,NVDA,NO_ENTRY,NONE,False,60.0,0.0,2.0,18.0,0.376,1.03,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
ce202c0259928392eff9cb74,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,AAPL,NO_ENTRY,NONE,False,36.0,19.0,2.0,16.0,0.076,4.718,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
0376f7fb6a545ba85d6d7edf,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,MSFT,EMA_PULLBACK,HIGH,False,61.0,2.0,2.0,16.0,0.033,1.759,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
0b60e194aeea379d8f5a4f98,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,AMZN,NO_ENTRY,NONE,False,70.0,0.0,1.0,37.0,0.088,1.431,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
2fbadc7a8ccfa32d8732289a,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,META,NO_ENTRY,NONE,False,0.0,27.0,4.0,16.0,1.197,2.798,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
79f8df7e060fe0b15b6b2291,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,TSLA,NO_ENTRY,NONE,False,60.0,0.0,1.0,45.0,0.507,1.256,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
7899722da0faf272eeef045e,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,AMD,NO_ENTRY,NONE,False,0.0,42.0,4.0,0.0,1.475,8.603,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
554d1d858da4d0c7add42b48,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,AVGO,NO_ENTRY,NONE,False,86.0,0.0,1.0,42.0,0.072,0.136,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
1e09e17a4ea14545be2eda1f,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,MU,NO_ENTRY,NONE,False,18.0,42.0,2.0,0.0,0.68,8.71,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
46fa8ab488de12165043813d,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,PLTR,EMA_PULLBACK,HIGH,False,31.0,28.0,2.0,45.0,0.245,3.87,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
4badbc6fd1cc9d9ce265bb31,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,NFLX,EMA_PULLBACK,HIGH,True,66.0,1.0,1.0,15.0,0.572,0.609,FIRST_PULLBACK_EFFICIENT,NO_SHADOW_TRADE,,,0.6,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
0d14b3cbf504411ffb55d123,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,CRWD,EMA_PULLBACK,HIGH,False,29.0,31.0,1.0,41.0,0.521,3.053,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,True,LATE_TREND_OR_EXTENSION,False,NO_SHADOW_TRADE,
3cc3617ef0ded1f9cb250b34,2026-08-01,2026-08-01_001740,2026-08-01T00:18:12.353109-04:00,SMCI,NO_ENTRY,NONE,False,81.0,0.0,1.0,45.0,0.077,0.56,LATE_TREND_OR_EXTENSION,NO_SHADOW_TRADE,,,,False,No active trade,False,NO_ACTIVE_TRADE,,,False,,,,,,,,False,,False,NO_SHADOW_TRADE,
